"act","time_range","stage","day","start_time","end_time","date","act_name_short","act_order","index","time_position","datetime"
"DEAD PONY","14:35 - 15:00","BBC MUSIC INTRODUCING","FRIDAY","14:35","15:00",2022-07-01,"DEAD PONY",4,2614,"start_datetime",2022-07-01 14:35:00
"DEAD PONY","14:35 - 15:00","BBC MUSIC INTRODUCING","FRIDAY","14:35","15:00",2022-07-01,"DEAD PONY",4,2614,"end_datetime",2022-07-01 15:00:00
"QUARRY","15:25 - 15:50","BBC MUSIC INTRODUCING","FRIDAY","15:25","15:50",2022-07-01,"QUARRY",5,2615,"start_datetime",2022-07-01 15:25:00
"QUARRY","15:25 - 15:50","BBC MUSIC INTRODUCING","FRIDAY","15:25","15:50",2022-07-01,"QUARRY",5,2615,"end_datetime",2022-07-01 15:50:00
"DENISE CHAILA","16:15 - 16:40","BBC MUSIC INTRODUCING","FRIDAY","16:15","16:40",2022-07-01,"DENISE CHAILA",6,2616,"start_datetime",2022-07-01 16:15:00
"DENISE CHAILA","16:15 - 16:40","BBC MUSIC INTRODUCING","FRIDAY","16:15","16:40",2022-07-01,"DENISE CHAILA",6,2616,"end_datetime",2022-07-01 16:40:00
"BORED AT MY GRANDMA'S HOUSE","17:05 - 17:30","BBC MUSIC INTRODUCING","FRIDAY","17:05","17:30",2022-07-01,"BORED AT MY GRANDMA'",7,2617,"start_datetime",2022-07-01 17:05:00
"BORED AT MY GRANDMA'S HOUSE","17:05 - 17:30","BBC MUSIC INTRODUCING","FRIDAY","17:05","17:30",2022-07-01,"BORED AT MY GRANDMA'",7,2617,"end_datetime",2022-07-01 17:30:00
"WALT DISCO","17:55 - 18:20","BBC MUSIC INTRODUCING","FRIDAY","17:55","18:20",2022-07-01,"WALT DISCO",8,2618,"start_datetime",2022-07-01 17:55:00
"WALT DISCO","17:55 - 18:20","BBC MUSIC INTRODUCING","FRIDAY","17:55","18:20",2022-07-01,"WALT DISCO",8,2618,"end_datetime",2022-07-01 18:20:00
"NOVA TWINS","18:50 - 19:15","BBC MUSIC INTRODUCING","FRIDAY","18:50","19:15",2022-07-01,"NOVA TWINS",9,2619,"start_datetime",2022-07-01 18:50:00
"NOVA TWINS","18:50 - 19:15","BBC MUSIC INTRODUCING","FRIDAY","18:50","19:15",2022-07-01,"NOVA TWINS",9,2619,"end_datetime",2022-07-01 19:15:00
"TBA","19:30 - 20:15","BBC MUSIC INTRODUCING","FRIDAY","19:30","20:15",2022-07-01,"TBA",10,2620,"start_datetime",2022-07-01 19:30:00
"TBA","19:30 - 20:15","BBC MUSIC INTRODUCING","FRIDAY","19:30","20:15",2022-07-01,"TBA",10,2620,"end_datetime",2022-07-01 20:15:00
"TBA","12:30 - 13:30","BBC MUSIC INTRODUCING","SATURDAY","12:30","13:30",2022-07-02,"TBA",1,2621,"start_datetime",2022-07-02 12:30:00
"TBA","12:30 - 13:30","BBC MUSIC INTRODUCING","SATURDAY","12:30","13:30",2022-07-02,"TBA",1,2621,"end_datetime",2022-07-02 13:30:00
"ADWAITH","14:00 - 14:25","BBC MUSIC INTRODUCING","SATURDAY","14:00","14:25",2022-07-02,"ADWAITH",2,2622,"start_datetime",2022-07-02 14:00:00
"ADWAITH","14:00 - 14:25","BBC MUSIC INTRODUCING","SATURDAY","14:00","14:25",2022-07-02,"ADWAITH",2,2622,"end_datetime",2022-07-02 14:25:00
"EGYPTIAN BLUE","14:50 - 15:15","BBC MUSIC INTRODUCING","SATURDAY","14:50","15:15",2022-07-02,"EGYPTIAN BLUE",3,2623,"start_datetime",2022-07-02 14:50:00
"EGYPTIAN BLUE","14:50 - 15:15","BBC MUSIC INTRODUCING","SATURDAY","14:50","15:15",2022-07-02,"EGYPTIAN BLUE",3,2623,"end_datetime",2022-07-02 15:15:00
"BXKS","15:40 - 16:05","BBC MUSIC INTRODUCING","SATURDAY","15:40","16:05",2022-07-02,"BXKS",4,2624,"start_datetime",2022-07-02 15:40:00
"BXKS","15:40 - 16:05","BBC MUSIC INTRODUCING","SATURDAY","15:40","16:05",2022-07-02,"BXKS",4,2624,"end_datetime",2022-07-02 16:05:00
"ENGLISH TEACHER","16:30 - 16:55","BBC MUSIC INTRODUCING","SATURDAY","16:30","16:55",2022-07-02,"ENGLISH TEACHER",5,2625,"start_datetime",2022-07-02 16:30:00
"ENGLISH TEACHER","16:30 - 16:55","BBC MUSIC INTRODUCING","SATURDAY","16:30","16:55",2022-07-02,"ENGLISH TEACHER",5,2625,"end_datetime",2022-07-02 16:55:00
"HONEYGLAZE","17:20 - 17:45","BBC MUSIC INTRODUCING","SATURDAY","17:20","17:45",2022-07-02,"HONEYGLAZE",6,2626,"start_datetime",2022-07-02 17:20:00
"HONEYGLAZE","17:20 - 17:45","BBC MUSIC INTRODUCING","SATURDAY","17:20","17:45",2022-07-02,"HONEYGLAZE",6,2626,"end_datetime",2022-07-02 17:45:00
"ALEWYA","18:10 - 18:35","BBC MUSIC INTRODUCING","SATURDAY","18:10","18:35",2022-07-02,"ALEWYA",7,2627,"start_datetime",2022-07-02 18:10:00
"ALEWYA","18:10 - 18:35","BBC MUSIC INTRODUCING","SATURDAY","18:10","18:35",2022-07-02,"ALEWYA",7,2627,"end_datetime",2022-07-02 18:35:00
"TBA","18:50 - 19:35","BBC MUSIC INTRODUCING","SATURDAY","18:50","19:35",2022-07-02,"TBA",8,2628,"start_datetime",2022-07-02 18:50:00
"TBA","18:50 - 19:35","BBC MUSIC INTRODUCING","SATURDAY","18:50","19:35",2022-07-02,"TBA",8,2628,"end_datetime",2022-07-02 19:35:00
"BAMBI BAINS","12:00 - 12:25","BBC MUSIC INTRODUCING","SUNDAY","12:00","12:25",2022-07-03,"BAMBI BAINS",1,2629,"start_datetime",2022-07-03 12:00:00
"BAMBI BAINS","12:00 - 12:25","BBC MUSIC INTRODUCING","SUNDAY","12:00","12:25",2022-07-03,"BAMBI BAINS",1,2629,"end_datetime",2022-07-03 12:25:00
"SEKOU","12:50 - 13:15","BBC MUSIC INTRODUCING","SUNDAY","12:50","13:15",2022-07-03,"SEKOU",2,2630,"start_datetime",2022-07-03 12:50:00
"SEKOU","12:50 - 13:15","BBC MUSIC INTRODUCING","SUNDAY","12:50","13:15",2022-07-03,"SEKOU",2,2630,"end_datetime",2022-07-03 13:15:00
"PET DEATHS","13:40 - 14:05","BBC MUSIC INTRODUCING","SUNDAY","13:40","14:05",2022-07-03,"PET DEATHS",3,2631,"start_datetime",2022-07-03 13:40:00
"PET DEATHS","13:40 - 14:05","BBC MUSIC INTRODUCING","SUNDAY","13:40","14:05",2022-07-03,"PET DEATHS",3,2631,"end_datetime",2022-07-03 14:05:00
"39264","14:30 - 14:55","BBC MUSIC INTRODUCING","SUNDAY","14:30","14:55",2022-07-03,"39264",4,2632,"start_datetime",2022-07-03 14:30:00
"39264","14:30 - 14:55","BBC MUSIC INTRODUCING","SUNDAY","14:30","14:55",2022-07-03,"39264",4,2632,"end_datetime",2022-07-03 14:55:00
"TINYUMBRELLAS","15:20 - 15:45","BBC MUSIC INTRODUCING","SUNDAY","15:20","15:45",2022-07-03,"TINYUMBRELLAS",5,2633,"start_datetime",2022-07-03 15:20:00
"TINYUMBRELLAS","15:20 - 15:45","BBC MUSIC INTRODUCING","SUNDAY","15:20","15:45",2022-07-03,"TINYUMBRELLAS",5,2633,"end_datetime",2022-07-03 15:45:00
"JOVIALE","16:10 - 16:35","BBC MUSIC INTRODUCING","SUNDAY","16:10","16:35",2022-07-03,"JOVIALE",6,2634,"start_datetime",2022-07-03 16:10:00
"JOVIALE","16:10 - 16:35","BBC MUSIC INTRODUCING","SUNDAY","16:10","16:35",2022-07-03,"JOVIALE",6,2634,"end_datetime",2022-07-03 16:35:00
"CODY FROST","17:00 - 17:25","BBC MUSIC INTRODUCING","SUNDAY","17:00","17:25",2022-07-03,"CODY FROST",7,2635,"start_datetime",2022-07-03 17:00:00
"CODY FROST","17:00 - 17:25","BBC MUSIC INTRODUCING","SUNDAY","17:00","17:25",2022-07-03,"CODY FROST",7,2635,"end_datetime",2022-07-03 17:25:00
"PORIJ","17:50 - 18:15","BBC MUSIC INTRODUCING","SUNDAY","17:50","18:15",2022-07-03,"PORIJ",8,2636,"start_datetime",2022-07-03 17:50:00
"PORIJ","17:50 - 18:15","BBC MUSIC INTRODUCING","SUNDAY","17:50","18:15",2022-07-03,"PORIJ",8,2636,"end_datetime",2022-07-03 18:15:00
"NILUFER YANYA","18:40 - 19:05","BBC MUSIC INTRODUCING","SUNDAY","18:40","19:05",2022-07-03,"NILUFER YANYA",9,2637,"start_datetime",2022-07-03 18:40:00
"NILUFER YANYA","18:40 - 19:05","BBC MUSIC INTRODUCING","SUNDAY","18:40","19:05",2022-07-03,"NILUFER YANYA",9,2637,"end_datetime",2022-07-03 19:05:00
"TBA","19:20 - 20:05","BBC MUSIC INTRODUCING","SUNDAY","19:20","20:05",2022-07-03,"TBA",10,2638,"start_datetime",2022-07-03 19:20:00
"TBA","19:20 - 20:05","BBC MUSIC INTRODUCING","SUNDAY","19:20","20:05",2022-07-03,"TBA",10,2638,"end_datetime",2022-07-03 20:05:00
"THRILL COLLINS","12:30 - 13:15","BREAD AND ROSES","THURSDAY","12:30","13:15",2022-06-30,"THRILL COLLINS",1,2639,"start_datetime",2022-06-30 12:30:00
"THRILL COLLINS","12:30 - 13:15","BREAD AND ROSES","THURSDAY","12:30","13:15",2022-06-30,"THRILL COLLINS",1,2639,"end_datetime",2022-06-30 13:15:00
"BODY WATER","13:45 - 14:45","BREAD AND ROSES","THURSDAY","13:45","14:45",2022-06-30,"BODY WATER",2,2640,"start_datetime",2022-06-30 13:45:00
"BODY WATER","13:45 - 14:45","BREAD AND ROSES","THURSDAY","13:45","14:45",2022-06-30,"BODY WATER",2,2640,"end_datetime",2022-06-30 14:45:00
"THE BITTEN PEACH","15:00 - 17:00","BREAD AND ROSES","THURSDAY","15:00","17:00",2022-06-30,"THE BITTEN PEACH",3,2641,"start_datetime",2022-06-30 15:00:00
"THE BITTEN PEACH","15:00 - 17:00","BREAD AND ROSES","THURSDAY","15:00","17:00",2022-06-30,"THE BITTEN PEACH",3,2641,"end_datetime",2022-06-30 17:00:00
"ANDREW MAXWELL MORRIS","17:30 - 18:30","BREAD AND ROSES","THURSDAY","17:30","18:30",2022-06-30,"ANDREW MAXWELL MORRI",4,2642,"start_datetime",2022-06-30 17:30:00
"ANDREW MAXWELL MORRIS","17:30 - 18:30","BREAD AND ROSES","THURSDAY","17:30","18:30",2022-06-30,"ANDREW MAXWELL MORRI",4,2642,"end_datetime",2022-06-30 18:30:00
"ZOLA COURTNEY","19:00 - 20:00","BREAD AND ROSES","THURSDAY","19:00","20:00",2022-06-30,"ZOLA COURTNEY",5,2643,"start_datetime",2022-06-30 19:00:00
"ZOLA COURTNEY","19:00 - 20:00","BREAD AND ROSES","THURSDAY","19:00","20:00",2022-06-30,"ZOLA COURTNEY",5,2643,"end_datetime",2022-06-30 20:00:00
"KIMMY BEATBOX","20:10 - 20:25","BREAD AND ROSES","THURSDAY","20:10","20:25",2022-06-30,"KIMMY BEATBOX",6,2644,"start_datetime",2022-06-30 20:10:00
"KIMMY BEATBOX","20:10 - 20:25","BREAD AND ROSES","THURSDAY","20:10","20:25",2022-06-30,"KIMMY BEATBOX",6,2644,"end_datetime",2022-06-30 20:25:00
"JUICE MENACE","20:30 - 21:30","BREAD AND ROSES","THURSDAY","20:30","21:30",2022-06-30,"JUICE MENACE",7,2645,"start_datetime",2022-06-30 20:30:00
"JUICE MENACE","20:30 - 21:30","BREAD AND ROSES","THURSDAY","20:30","21:30",2022-06-30,"JUICE MENACE",7,2645,"end_datetime",2022-06-30 21:30:00
"BREAD AND ROSES EMERGING TALENT SHOWCASE: NAIA","22:00 - 23:00","BREAD AND ROSES","THURSDAY","22:00","23:00",2022-06-30,"BREAD AND ROSES EMER",8,2646,"start_datetime",2022-06-30 22:00:00
"BREAD AND ROSES EMERGING TALENT SHOWCASE: NAIA","22:00 - 23:00","BREAD AND ROSES","THURSDAY","22:00","23:00",2022-06-30,"BREAD AND ROSES EMER",8,2646,"end_datetime",2022-06-30 23:00:00
"KIMMY BEATBOX","23:10 - 23:20","BREAD AND ROSES","THURSDAY","23:10","23:20",2022-06-30,"KIMMY BEATBOX",9,2647,"start_datetime",2022-06-30 23:10:00
"KIMMY BEATBOX","23:10 - 23:20","BREAD AND ROSES","THURSDAY","23:10","23:20",2022-06-30,"KIMMY BEATBOX",9,2647,"end_datetime",2022-06-30 23:20:00
"SMOOTH SAILORS","23:30 - 01:15","BREAD AND ROSES","THURSDAY","23:30","01:15",2022-06-30,"SMOOTH SAILORS",10,2648,"start_datetime",2022-06-30 23:30:00
"SMOOTH SAILORS","23:30 - 01:15","BREAD AND ROSES","THURSDAY","23:30","01:15",2022-06-30,"SMOOTH SAILORS",10,2648,"end_datetime",2022-07-01 01:15:00
"NAKEDPRESENTS","01:30 - 02:30","BREAD AND ROSES","THURSDAY","01:30","02:30",2022-06-30,"NAKEDPRESENTS",11,2649,"start_datetime",2022-07-01 01:30:00
"NAKEDPRESENTS","01:30 - 02:30","BREAD AND ROSES","THURSDAY","01:30","02:30",2022-06-30,"NAKEDPRESENTS",11,2649,"end_datetime",2022-07-01 02:30:00
"DOGS (NICK KELLY & SEAN MILLAR)","11:45 - 12:30","BREAD AND ROSES","FRIDAY","11:45","12:30",2022-07-01,"DOGS (NICK KELLY & S",1,2650,"start_datetime",2022-07-01 11:45:00
"DOGS (NICK KELLY & SEAN MILLAR)","11:45 - 12:30","BREAD AND ROSES","FRIDAY","11:45","12:30",2022-07-01,"DOGS (NICK KELLY & S",1,2650,"end_datetime",2022-07-01 12:30:00
"NADIA SHEIKH","12:45 - 13:45","BREAD AND ROSES","FRIDAY","12:45","13:45",2022-07-01,"NADIA SHEIKH",2,2651,"start_datetime",2022-07-01 12:45:00
"NADIA SHEIKH","12:45 - 13:45","BREAD AND ROSES","FRIDAY","12:45","13:45",2022-07-01,"NADIA SHEIKH",2,2651,"end_datetime",2022-07-01 13:45:00
"DRAGIATORS","14:00 - 15:45","BREAD AND ROSES","FRIDAY","14:00","15:45",2022-07-01,"DRAGIATORS",3,2652,"start_datetime",2022-07-01 14:00:00
"DRAGIATORS","14:00 - 15:45","BREAD AND ROSES","FRIDAY","14:00","15:45",2022-07-01,"DRAGIATORS",3,2652,"end_datetime",2022-07-01 15:45:00
"TOM SEALS","16:00 - 17:00","BREAD AND ROSES","FRIDAY","16:00","17:00",2022-07-01,"TOM SEALS",4,2653,"start_datetime",2022-07-01 16:00:00
"TOM SEALS","16:00 - 17:00","BREAD AND ROSES","FRIDAY","16:00","17:00",2022-07-01,"TOM SEALS",4,2653,"end_datetime",2022-07-01 17:00:00
"KIMMY BEATBOX","17:10 - 17:25","BREAD AND ROSES","FRIDAY","17:10","17:25",2022-07-01,"KIMMY BEATBOX",5,2654,"start_datetime",2022-07-01 17:10:00
"KIMMY BEATBOX","17:10 - 17:25","BREAD AND ROSES","FRIDAY","17:10","17:25",2022-07-01,"KIMMY BEATBOX",5,2654,"end_datetime",2022-07-01 17:25:00
"BREAD AND ROSES EMERGING TALENT: DAISY CHUTE","17:30 - 18:30","BREAD AND ROSES","FRIDAY","17:30","18:30",2022-07-01,"BREAD AND ROSES EMER",6,2655,"start_datetime",2022-07-01 17:30:00
"BREAD AND ROSES EMERGING TALENT: DAISY CHUTE","17:30 - 18:30","BREAD AND ROSES","FRIDAY","17:30","18:30",2022-07-01,"BREAD AND ROSES EMER",6,2655,"end_datetime",2022-07-01 18:30:00
"MATILDA MANN","19:00 - 20:00","BREAD AND ROSES","FRIDAY","19:00","20:00",2022-07-01,"MATILDA MANN",7,2656,"start_datetime",2022-07-01 19:00:00
"MATILDA MANN","19:00 - 20:00","BREAD AND ROSES","FRIDAY","19:00","20:00",2022-07-01,"MATILDA MANN",7,2656,"end_datetime",2022-07-01 20:00:00
"SMOOTH SAILORS","23:30 - 01:15","BREAD AND ROSES","FRIDAY","23:30","01:15",2022-07-01,"SMOOTH SAILORS",8,2657,"start_datetime",2022-07-01 23:30:00
"SMOOTH SAILORS","23:30 - 01:15","BREAD AND ROSES","FRIDAY","23:30","01:15",2022-07-01,"SMOOTH SAILORS",8,2657,"end_datetime",2022-07-02 01:15:00
"NAKEDPRESENTS","01:30 - 03:00","BREAD AND ROSES","FRIDAY","01:30","03:00",2022-07-01,"NAKEDPRESENTS",9,2658,"start_datetime",2022-07-02 01:30:00
"NAKEDPRESENTS","01:30 - 03:00","BREAD AND ROSES","FRIDAY","01:30","03:00",2022-07-01,"NAKEDPRESENTS",9,2658,"end_datetime",2022-07-02 03:00:00
"DOGS (NICK KELLY & SEAN MILLAR)","12:45 - 13:45","BREAD AND ROSES","SATURDAY","12:45","13:45",2022-07-02,"DOGS (NICK KELLY & S",1,2659,"start_datetime",2022-07-02 12:45:00
"DOGS (NICK KELLY & SEAN MILLAR)","12:45 - 13:45","BREAD AND ROSES","SATURDAY","12:45","13:45",2022-07-02,"DOGS (NICK KELLY & S",1,2659,"end_datetime",2022-07-02 13:45:00
"THE KHANDI SHOP","14:00 - 16:00","BREAD AND ROSES","SATURDAY","14:00","16:00",2022-07-02,"THE KHANDI SHOP",2,2660,"start_datetime",2022-07-02 14:00:00
"THE KHANDI SHOP","14:00 - 16:00","BREAD AND ROSES","SATURDAY","14:00","16:00",2022-07-02,"THE KHANDI SHOP",2,2660,"end_datetime",2022-07-02 16:00:00
"MELLOWMATIC","16:30 - 17:30","BREAD AND ROSES","SATURDAY","16:30","17:30",2022-07-02,"MELLOWMATIC",3,2661,"start_datetime",2022-07-02 16:30:00
"MELLOWMATIC","16:30 - 17:30","BREAD AND ROSES","SATURDAY","16:30","17:30",2022-07-02,"MELLOWMATIC",3,2661,"end_datetime",2022-07-02 17:30:00
"KIMMY BEATBOX","17:45 - 17:55","BREAD AND ROSES","SATURDAY","17:45","17:55",2022-07-02,"KIMMY BEATBOX",4,2662,"start_datetime",2022-07-02 17:45:00
"KIMMY BEATBOX","17:45 - 17:55","BREAD AND ROSES","SATURDAY","17:45","17:55",2022-07-02,"KIMMY BEATBOX",4,2662,"end_datetime",2022-07-02 17:55:00
"TOM SEALS","18:00 - 19:00","BREAD AND ROSES","SATURDAY","18:00","19:00",2022-07-02,"TOM SEALS",5,2663,"start_datetime",2022-07-02 18:00:00
"TOM SEALS","18:00 - 19:00","BREAD AND ROSES","SATURDAY","18:00","19:00",2022-07-02,"TOM SEALS",5,2663,"end_datetime",2022-07-02 19:00:00
"THE SHOWHAWK DUO","23:45 - 00:45","BREAD AND ROSES","SATURDAY","23:45","00:45",2022-07-02,"THE SHOWHAWK DUO",6,2664,"start_datetime",2022-07-02 23:45:00
"THE SHOWHAWK DUO","23:45 - 00:45","BREAD AND ROSES","SATURDAY","23:45","00:45",2022-07-02,"THE SHOWHAWK DUO",6,2664,"end_datetime",2022-07-03 00:45:00
"KIMMY BEATBOX","01:00 - 01:15","BREAD AND ROSES","SATURDAY","01:00","01:15",2022-07-02,"KIMMY BEATBOX",7,2665,"start_datetime",2022-07-03 01:00:00
"KIMMY BEATBOX","01:00 - 01:15","BREAD AND ROSES","SATURDAY","01:00","01:15",2022-07-02,"KIMMY BEATBOX",7,2665,"end_datetime",2022-07-03 01:15:00
"NAKEDPRESENTS","01:30 - 03:00","BREAD AND ROSES","SATURDAY","01:30","03:00",2022-07-02,"NAKEDPRESENTS",8,2666,"start_datetime",2022-07-03 01:30:00
"NAKEDPRESENTS","01:30 - 03:00","BREAD AND ROSES","SATURDAY","01:30","03:00",2022-07-02,"NAKEDPRESENTS",8,2666,"end_datetime",2022-07-03 03:00:00
"AJIMAL","12:30 - 13:30","BREAD AND ROSES","SUNDAY","12:30","13:30",2022-07-03,"AJIMAL",1,2667,"start_datetime",2022-07-03 12:30:00
"AJIMAL","12:30 - 13:30","BREAD AND ROSES","SUNDAY","12:30","13:30",2022-07-03,"AJIMAL",1,2667,"end_datetime",2022-07-03 13:30:00
"THE BITTEN PEACH","13:40 - 14:40","BREAD AND ROSES","SUNDAY","13:40","14:40",2022-07-03,"THE BITTEN PEACH",2,2668,"start_datetime",2022-07-03 13:40:00
"THE BITTEN PEACH","13:40 - 14:40","BREAD AND ROSES","SUNDAY","13:40","14:40",2022-07-03,"THE BITTEN PEACH",2,2668,"end_datetime",2022-07-03 14:40:00
"DRAGIATORS","14:40 - 15:40","BREAD AND ROSES","SUNDAY","14:40","15:40",2022-07-03,"DRAGIATORS",3,2669,"start_datetime",2022-07-03 14:40:00
"DRAGIATORS","14:40 - 15:40","BREAD AND ROSES","SUNDAY","14:40","15:40",2022-07-03,"DRAGIATORS",3,2669,"end_datetime",2022-07-03 15:40:00
"TOM SEALS","17:35 - 18:35","BREAD AND ROSES","SUNDAY","17:35","18:35",2022-07-03,"TOM SEALS",4,2670,"start_datetime",2022-07-03 17:35:00
"TOM SEALS","17:35 - 18:35","BREAD AND ROSES","SUNDAY","17:35","18:35",2022-07-03,"TOM SEALS",4,2670,"end_datetime",2022-07-03 18:35:00
"JASON KWAN","18:45 - 19:30","BREAD AND ROSES","SUNDAY","18:45","19:30",2022-07-03,"JASON KWAN",5,2671,"start_datetime",2022-07-03 18:45:00
"JASON KWAN","18:45 - 19:30","BREAD AND ROSES","SUNDAY","18:45","19:30",2022-07-03,"JASON KWAN",5,2671,"end_datetime",2022-07-03 19:30:00
"BREAD AND ROSES EMERGING TALENT SHOWCASE","23:30 - 01:15","BREAD AND ROSES","SUNDAY","23:30","01:15",2022-07-03,"BREAD AND ROSES EMER",6,2672,"start_datetime",2022-07-03 23:30:00
"BREAD AND ROSES EMERGING TALENT SHOWCASE","23:30 - 01:15","BREAD AND ROSES","SUNDAY","23:30","01:15",2022-07-03,"BREAD AND ROSES EMER",6,2672,"end_datetime",2022-07-04 01:15:00
"RUBY WEDNESDAY","01:30 - 02:15","BREAD AND ROSES","SUNDAY","01:30","02:15",2022-07-03,"RUBY WEDNESDAY",7,2673,"start_datetime",2022-07-04 01:30:00
"RUBY WEDNESDAY","01:30 - 02:15","BREAD AND ROSES","SUNDAY","01:30","02:15",2022-07-03,"RUBY WEDNESDAY",7,2673,"end_datetime",2022-07-04 02:15:00
"HORSY","02:20 - 03:00","BREAD AND ROSES","SUNDAY","02:20","03:00",2022-07-03,"HORSY",8,2674,"start_datetime",2022-07-04 02:20:00
"HORSY","02:20 - 03:00","BREAD AND ROSES","SUNDAY","02:20","03:00",2022-07-03,"HORSY",8,2674,"end_datetime",2022-07-04 03:00:00
"GUEST DJ","20:30 - 21:45","CINERAMAGEDDON","WEDNESDAY","20:30","21:45",2022-06-29,"GUEST DJ",1,2675,"start_datetime",2022-06-29 20:30:00
"GUEST DJ","20:30 - 21:45","CINERAMAGEDDON","WEDNESDAY","20:30","21:45",2022-06-29,"GUEST DJ",1,2675,"end_datetime",2022-06-29 21:45:00
"JULIEN TEMPLE INTRODUCES","21:45 - 21:55","CINERAMAGEDDON","WEDNESDAY","21:45","21:55",2022-06-29,"JULIEN TEMPLE INTROD",2,2676,"start_datetime",2022-06-29 21:45:00
"JULIEN TEMPLE INTRODUCES","21:45 - 21:55","CINERAMAGEDDON","WEDNESDAY","21:45","21:55",2022-06-29,"JULIEN TEMPLE INTROD",2,2676,"end_datetime",2022-06-29 21:55:00
"CROCK OF GOLD - A FEW ROUNDS WITH SHANE MACGOWAN","21:55 - 00:00","CINERAMAGEDDON","WEDNESDAY","21:55","00:00",2022-06-29,"CROCK OF GOLD - A FE",3,2677,"start_datetime",2022-06-29 21:55:00
"CROCK OF GOLD - A FEW ROUNDS WITH SHANE MACGOWAN","21:55 - 00:00","CINERAMAGEDDON","WEDNESDAY","21:55","00:00",2022-06-29,"CROCK OF GOLD - A FE",3,2677,"end_datetime",2022-06-30 00:00:00
"KIDS FILMS","12:00 - 13:30","CINERAMAGEDDON","THURSDAY","12:00","13:30",2022-06-30,"KIDS FILMS",1,2678,"start_datetime",2022-06-30 12:00:00
"KIDS FILMS","12:00 - 13:30","CINERAMAGEDDON","THURSDAY","12:00","13:30",2022-06-30,"KIDS FILMS",1,2678,"end_datetime",2022-06-30 13:30:00
"SISTERS WITH TRANSISTORS (PG)","13:45 - 15:10","CINERAMAGEDDON","THURSDAY","13:45","15:10",2022-06-30,"SISTERS WITH TRANSIS",2,2679,"start_datetime",2022-06-30 13:45:00
"SISTERS WITH TRANSISTORS (PG)","13:45 - 15:10","CINERAMAGEDDON","THURSDAY","13:45","15:10",2022-06-30,"SISTERS WITH TRANSIS",2,2679,"end_datetime",2022-06-30 15:10:00
"THE RED DRESS","15:30 - 15:45","CINERAMAGEDDON","THURSDAY","15:30","15:45",2022-06-30,"THE RED DRESS",3,2680,"start_datetime",2022-06-30 15:30:00
"THE RED DRESS","15:30 - 15:45","CINERAMAGEDDON","THURSDAY","15:30","15:45",2022-06-30,"THE RED DRESS",3,2680,"end_datetime",2022-06-30 15:45:00
"GIVE IT RICE (PG) + DIRECTOR Q&A","16:00 - 17:30","CINERAMAGEDDON","THURSDAY","16:00","17:30",2022-06-30,"GIVE IT RICE (PG) + ",4,2681,"start_datetime",2022-06-30 16:00:00
"GIVE IT RICE (PG) + DIRECTOR Q&A","16:00 - 17:30","CINERAMAGEDDON","THURSDAY","16:00","17:30",2022-06-30,"GIVE IT RICE (PG) + ",4,2681,"end_datetime",2022-06-30 17:30:00
"GUEST DJ","17:30 - 18:30","CINERAMAGEDDON","THURSDAY","17:30","18:30",2022-06-30,"GUEST DJ",5,2682,"start_datetime",2022-06-30 17:30:00
"GUEST DJ","17:30 - 18:30","CINERAMAGEDDON","THURSDAY","17:30","18:30",2022-06-30,"GUEST DJ",5,2682,"end_datetime",2022-06-30 18:30:00
"UNDERPLAYED (13+)","18:30 - 20:00","CINERAMAGEDDON","THURSDAY","18:30","20:00",2022-06-30,"UNDERPLAYED (13+)",6,2683,"start_datetime",2022-06-30 18:30:00
"UNDERPLAYED (13+)","18:30 - 20:00","CINERAMAGEDDON","THURSDAY","18:30","20:00",2022-06-30,"UNDERPLAYED (13+)",6,2683,"end_datetime",2022-06-30 20:00:00
"GUEST DJ","20:00 - 21:00","CINERAMAGEDDON","THURSDAY","20:00","21:00",2022-06-30,"GUEST DJ",7,2684,"start_datetime",2022-06-30 20:00:00
"GUEST DJ","20:00 - 21:00","CINERAMAGEDDON","THURSDAY","20:00","21:00",2022-06-30,"GUEST DJ",7,2684,"end_datetime",2022-06-30 21:00:00
"GUEST DJ","21:00 - 22:00","CINERAMAGEDDON","THURSDAY","21:00","22:00",2022-06-30,"GUEST DJ",8,2685,"start_datetime",2022-06-30 21:00:00
"GUEST DJ","21:00 - 22:00","CINERAMAGEDDON","THURSDAY","21:00","22:00",2022-06-30,"GUEST DJ",8,2685,"end_datetime",2022-06-30 22:00:00
"DIRECTOR INTRODUCTION TO...","22:00 - 22:10","CINERAMAGEDDON","THURSDAY","22:00","22:10",2022-06-30,"DIRECTOR INTRODUCTIO",9,2686,"start_datetime",2022-06-30 22:00:00
"DIRECTOR INTRODUCTION TO...","22:00 - 22:10","CINERAMAGEDDON","THURSDAY","22:00","22:10",2022-06-30,"DIRECTOR INTRODUCTIO",9,2686,"end_datetime",2022-06-30 22:10:00
"WHO KILLED THE KLF? (15)","22:10 - 23:40","CINERAMAGEDDON","THURSDAY","22:10","23:40",2022-06-30,"WHO KILLED THE KLF? ",10,2687,"start_datetime",2022-06-30 22:10:00
"WHO KILLED THE KLF? (15)","22:10 - 23:40","CINERAMAGEDDON","THURSDAY","22:10","23:40",2022-06-30,"WHO KILLED THE KLF? ",10,2687,"end_datetime",2022-06-30 23:40:00
